date,Prec [mm/day],T max [degC],T min [degC],rH mean [%], windspeed [m/s], sunshine [h/h]
1994-09-12, 0, 21.4, 11.1, 82, 3.70896, 0.134873
1994-09-13, 0, 20.1, 11.8, 75, 1.85302, 0.67787
1994-09-14, 0, 18, 9.6, 91, 2.36457, 0.0160333
1994-09-15, 0, 15.6, 10.9, 72, 5.01161, 0.0161177
1994-09-16, 0, 13.4, 9.4, 81, 5.94989, 0.0891165
1994-09-17, 0, 12.8, 8.5, 68, 5.01161, 0.154748
1994-09-18, 0, 13.1, 9, 92, 1.85302, 0.0245648
1994-09-19, 0, 14.4, 10.4, 87, 0.836, 0.156415
1994-09-20, 0, 15.8, 9.5, 78, 2.91607, 0.322803
1994-09-21, 0, 18.1, 9.4, 76, 2.36457, 0.366173
1994-09-22, 0, 18.4, 7, 80, 1.85302, 0.627578
1994-09-23, 0, 21.6, 7, 79, 1.85302, 0.757242
1994-09-24, 0, 22.3, 10.2, 75, 2.36457, 0.321495
1994-09-25, 0, 20.2, 12.3, 87, 0.836, 0.161642
1994-09-26, 0, 20.4, 13.2, 85, 0.836, 0.230988
1994-09-27, 0, 17.5, 10.6, 90, 1.85302, 0.0258096
1994-09-28, 0, 18.5, 10.6, 81, 1.85302, 0.372029
1994-09-29, 6.4, 16.8, 8, 79, 1.23914, 0.252328
1994-09-30, 1.4, 19.3, 10.9, 80, 0.137369, 0.71755
1994-10-01, 0.6, 15.8, 7.4, 85, 0.836, 0
1994-10-02, 0, 18.3, 11.5, 79, 1.85302, 0.416017
1994-10-03, 0, 15.8, 6, 90, 4.34398, 0.0890262
1994-10-04, 0, 10.6, 2.6, 77, 2.91607, 0.770072
1994-10-05, 0, 11.1, 2.4, 82, 2.91607, 0.46834
1994-10-06, 4.7, 10.9, 0, 81, 0.137369, 0.525438
1994-10-07, 11.3, 8, -0.7, 86, 0.836, 0
1994-10-08, 21.7, 8.3, -0.9, 76, 0.836, 0
1994-10-09, 8, 12.1, 4.7, 81, 0.137369, 0.267396
1994-10-10, 5.3, 15.5, 0.8, 79, 0.836, 0.602896
1994-10-11, 0, 15.4, 2.7, 82, 0.489613, 0.61582
1994-10-12, 0.9, 18.2, 1.8, 83, 0.836, 0.666434
1994-10-13, 2.1, 15.5, 4, 84, 1.85302, 0.330494
1994-10-14, 0.1, 20.6, 3.4, 73, 1.23914, 0.845452
1994-10-15, 0, 18.6, 4.8, 87, 0.137369, 0.46828
1994-10-16, 0, 12, 7.4, 85, 2.91607, 0.0384579
1994-10-17, 0, 9.3, 2.5, 67, 1.85302, 0.889889
1994-10-18, 0, 10.7, -2.6, 67, 2.36457, 0.924482
1994-10-19, 0, 9.6, -1.5, 74, 2.36457, 0.489527
1994-10-20, 0, 12.7, -0.6, 74, 1.85302, 0.75846
1994-10-21, 0, 13.1, 0.7, 81, 0.836, 0.763083
1994-10-22, 0.3, 14.1, 1.9, 85, 1.23914, 0.0299118
1994-10-23, 0, 15.6, 11, 82, 3.70896, 0.230724
1994-10-24, 0.1, 13, 8.6, 86, 1.85302, 0.121113
1994-10-25, 0, 13.1, 7.3, 89, 2.91607, 0.0812349
1994-10-26, 0, 10.7, 5.8, 93, 2.36457, 0.183894
1994-10-27, 0, 11, 7, 79, 4.34398, 0.164459
1994-10-28, 0, 11.4, 5, 83, 1.85302, 0.341265
1994-10-29, 0, 10.6, 3, 85, 3.70896, 0.135256
1994-10-30, 0, 14.4, 7.7, 95, 3.70896, 0
1994-10-31, 0, 19, 12.8, 73, 6.688, 0.31593
1994-11-01, 0, 13.9, 6.7, 69, 2.36457, 0.497951
1994-11-02, 0, 9.4, 1.6, 98, 1.23914, 0.245148
1994-11-03, 1.4, 15.2, 2.7, 79, 2.36457, 0.793475
1994-11-04, 5.8, 14.6, 4.6, 82, 2.36457, 0.539341
1994-11-05, 16.4, 15.2, 5.1, 90, 1.23914, 0.510001
1994-11-06, 0, 10.2, 4.2, 97, 0.836, 0
1994-11-07, 4.3, 11.3, 7.5, 93, 0.836, 0
1994-11-08, 3, 11.2, 9.5, 96, 0.836, 0
1994-11-09, 0.3, 10.8, 7.2, 94, 2.36457, 0
1994-11-10, 0, 10.6, 6.7, 95, 0.836, 0
1994-11-11, 13.2, 9.6, 7.8, 95, 1.23914, 0
1994-11-12, 0.2, 8.2, 4, 96, 1.23914, 0
1994-11-13, 0, 8.3, 4.1, 96, 1.85302, 0
1994-11-14, 4.8, 12, 8.3, 93, 3.70896, 0
1994-11-15, 0, 13.8, 10.6, 81, 5.01161, 0.333192
1994-11-16, 0, 10.8, 6.6, 79, 2.36457, 0.06931
1994-11-17, 0, 9.1, 3.5, 86, 3.70896, 0.0116135
1994-11-18, 0, 9.1, 6.9, 92, 2.91607, 0
1994-11-19, 1.8, 9.7, 5.1, 96, 1.23914, 0
1994-11-20, 0.1, 15.3, 9.7, 92, 2.36457, 0.0353854
1994-11-21, 0, 13.2, 9, 88, 0.489613, 0
1994-11-22, 0, 9, 4.3, 97, 1.23914, 0
1994-11-23, 0, 6.6, 1.2, 95, 1.23914, 0
1994-11-24, 0, 10.5, 6.4, 93, 1.85302, 0
1994-11-25, 0, 9.6, 4.6, 84, 2.91607, 0.217465
1994-11-26, 0.3, 8, 6.5, 93, 0.836, 0
1994-11-27, 2.8, 10.1, 7.5, 92, 0.836, 0
1994-11-28, 1.8, 9, 6.9, 87, 1.23914, 0
1994-11-29, 0.9, 8.4, 2.4, 94, 0.836, 0.208932
1994-11-30, 0.4, 5.1, 2.8, 94, 1.23914, 0
1994-12-01, 4.3, 3.9, -0.9, 99, 1.23914, 0
1994-12-02, 2, 2.1, -3.1, 90, 1.85302, 0
1994-12-03, 0, 7.5, 1, 84, 2.36457, 0.274458
1994-12-04, 0, 11.1, 5.3, 96, 2.36457, 0
1994-12-05, 0.8, 11.2, 7.7, 81, 2.91607, 0.226037
1994-12-06, 0, 8.6, 2.8, 74, 4.34398, 0.49124
1994-12-07, 1.1, 5.3, 1.2, 83, 3.70896, 0.303172
1994-12-08, 3.1, 8.2, 4.4, 88, 3.70896, 0
1994-12-09, 3.9, 9, 2.9, 81, 3.70896, 0.48254
1994-12-10, 8.9, 8.7, -0.4, 91, 1.85302, 0
1994-12-11, 3.4, 13.1, 7, 81, 5.01161, 0.15307
1994-12-12, 0.3, 12.6, 11.4, 73, 5.01161, 0.0255623
1994-12-13, 0.4, 12.3, 9.9, 90, 5.01161, 0
1994-12-14, 0.1, 10.4, 1.8, 87, 3.70896, 0.859242
1994-12-15, 0, 1.8, -2.4, 95, 0.836, 0
1994-12-16, 1.1, 1.8, -3.6, 95, 2.36457, 0
1994-12-17, 1.5, 2.2, 0.6, 92, 1.85302, 0
1994-12-18, 0.1, 3.7, 1.7, 83, 1.85302, 0
1994-12-19, 5.3, 6.7, 2.4, 83, 1.85302, 0.644464
1994-12-20, 2.2, 4.7, -0.7, 92, 0.836, 0
1994-12-21, 0, 1.7, -1.6, 96, 0.836, 0.0128971
1994-12-22, 0.5, 2.7, -0.1, 86, 2.91607, 0.0773827
1994-12-23, 1, 2, -0.2, 72, 2.91607, 0
1994-12-24, 4.9, -0.2, -1.8, 80, 1.23914, 0
1994-12-25, 3.9, -0.8, -2.4, 90, 1.23914, 0
1994-12-26, 0.6, 0.7, -1.5, 92, 2.91607, 0
1994-12-27, 1.3, 10.4, 0.4, 94, 5.01161, 0
1994-12-28, 0, 12.8, 10.4, 93, 4.34398, 0
1994-12-29, 0, 12.8, 10.3, 73, 5.94989, 0
1994-12-30, 0.5, 11, 4.5, 76, 5.01161, 0.0896274
1994-12-31, 4.1, 7.6, 2.2, 86, 2.91607, 0.178934
1995-01-01, 3.3, 3.2, -0.6, 87, 5.01161, 0.204091
1995-01-02, 7.9, 2.4, -0.6, 82, 5.01161, 0
1995-01-03, 0.7, 0.6, -2.4, 79, 0.836, 0
1995-01-04, 3.3, -2.4, -7.9, 93, 0.836, 0.379985
1995-01-05, 0.9, -4.2, -10.5, 82, 1.23914, 0.454751
1995-01-06, 2.4, -5.5, -8.8, 85, 0.836, 0
1995-01-07, 0, -4.1, -6.2, 83, 0.836, 0
1995-01-08, 0, -4.4, -6.5, 87, 3.70896, 0
1995-01-09, 0, 2.5, -4.9, 95, 2.36457, 0
1995-01-10, 0, 4.5, 1, 85, 5.01161, 0.273488
1995-01-11, 0, 2.2, 0.3, 89, 5.01161, 0.161015
1995-01-12, 0.1, 2.5, -0.1, 70, 5.01161, 0.333141
1995-01-13, 0.1, 2.2, -3.5, 81, 0.836, 0.872579
1995-01-14, 3.7, -0.9, -3.8, 97, 2.91607, 0
1995-01-15, 2.7, 1.2, -1.1, 98, 1.85302, 0
1995-01-16, 0, 4.1, 0.1, 89, 3.70896, 0.194163
1995-01-17, 3.3, 2.8, -3.2, 79, 2.91607, 0.736947
1995-01-18, 3, 0.4, -2.1, 89, 3.70896, 0
1995-01-19, 0.1, 3.3, -0.2, 94, 3.70896, 0.143634
1995-01-20, 0, 4.6, 2.2, 76, 3.70896, 0
1995-01-21, 0, 6.6, 2.6, 82, 4.34398, 0.260786
1995-01-22, 0.3, 10.6, 3.8, 92, 6.688, 0
1995-01-23, 0.7, 12.7, 6, 67, 7.45434, 0.398988
1995-01-24, 0, 6.1, 2.9, 88, 5.01161, 0.163441
1995-01-25, 0, 4.7, 0.8, 98, 1.23914, 0
1995-01-26, 0, 12.6, 3.2, 77, 6.688, 0
1995-01-27, 0.6, 4.7, 0.4, 78, 4.34398, 0.103401
1995-01-28, 0, 9.7, 0.3, 79, 5.94989, 0.114263
1995-01-29, 0, 9.5, 6.1, 88, 5.01161, 0.0113632
1995-01-30, 0.3, 9.3, -0.9, 79, 2.91607, 0.146896
1995-01-31, 0, 2.4, -3.1, 81, 2.91607, 0.0224719
1995-02-01, 0.4, 9.3, 2, 81, 4.34398, 0
1995-02-02, 0.2, 9.4, 0.4, 79, 1.85302, 0.599827
1995-02-03, 0, 3.2, -2.2, 88, 1.23914, 0
1995-02-04, 0, 7.3, -0.2, 90, 1.85302, 0
1995-02-05, 0, 9.4, 4, 77, 3.70896, 0.174641
1995-02-06, 0.5, 10.6, 5.4, 87, 2.91607, 0
1995-02-07, 0, 9.8, 7, 72, 4.34398, 0
1995-02-08, 0, 10.4, 4, 88, 4.34398, 0
1995-02-09, 0, 4, -1.6, 76, 1.23914, 0.447646
1995-02-10, 0, 2.4, -4.3, 86, 1.23914, 0.0953492
1995-02-11, 0, 10.1, 2.4, 83, 5.94989, 0.063184
1995-02-12, 0, 11.4, 6.6, 66, 5.01161, 0.816441
1995-02-13, 0, 10.5, 1, 88, 2.91607, 0.166463
1995-02-14, 0, 9.7, 5.6, 72, 5.01161, 0.299889
1995-02-15, 0.6, 11.5, 4.9, 90, 3.70896, 0.18501
1995-02-16, 0, 9.7, 5.3, 70, 5.01161, 0.347345
1995-02-17, 0, 9.1, 4.6, 82, 3.70896, 0.416315
1995-02-18, 0, 6.6, 3.2, 84, 1.85302, 0.343141
1995-02-19, 0, 7.7, 2, 89, 5.01161, 0
1995-02-20, 0.1, 12, 7.7, 75, 3.70896, 0.179465
1995-02-21, 3.2, 13.9, 4, 78, 3.70896, 0.624319
1995-02-22, 0.1, 9.1, 0.4, 76, 2.36457, 0.975131
1995-02-23, 0.3, 6.1, -0.2, 77, 3.70896, 0.391609
1995-02-24, 0, 3.5, 1.3, 92, 3.70896, 0
1995-02-25, 0, 6, 2.4, 95, 2.91607, 0
1995-02-26, 0.1, 6.9, 0.7, 84, 1.23914, 0.663377
1995-02-27, 2.2, 6.6, 0.5, 62, 5.01161, 0.888746
1995-02-28, 1.9, 9, 2.7, 80, 2.91607, 0
1995-03-01, 0.4, 10, 6.5, 77, 2.91607, 0
1995-03-02, 3.2, 8.5, 1.6, 75, 4.34398, 0.497463
1995-03-03, 17.1, 8.2, 1.6, 75, 3.70896, 0.31723
1995-03-04, 2.5, 5.5, -2.4, 83, 1.85302, 0.352451
1995-03-05, 3.1, 6.4, -2.2, 81, 4.34398, 0.156744
1995-03-06, 6.9, 6.4, 0.7, 86, 3.70896, 0.604954
1995-03-07, 2.1, 7, -0.2, 71, 4.34398, 0.728978
1995-03-08, 0, 7.7, 1.3, 74, 5.01161, 0.226474
1995-03-09, 0, 7.8, 0.7, 79, 1.85302, 0.279194
1995-03-10, 0.1, 10.1, -2.9, 64, 2.91607, 0.832725
1995-03-11, 0.3, 12.8, -1.8, 64, 2.36457, 0.890234
1995-03-12, 0.1, 13.8, -0.7, 65, 1.23914, 0.832009
1995-03-13, 0, 9.6, -0.1, 72, 2.91607, 0.836046
1995-03-14, 1.3, 3.8, -1.6, 67, 1.23914, 0.078753
1995-03-15, 0, 6.8, -1.8, 86, 1.85302, 0.156612
1995-03-16, 0, 7.2, 0.9, 71, 3.70896, 0.415275
1995-03-17, 0, 9.3, 2.9, 77, 7.45434, 0
1995-03-18, 0.1, 9.6, 5.2, 67, 4.34398, 0.581729
1995-03-19, 0.9, 8.7, 3.2, 73, 3.70896, 0.221188
1995-03-20, 0, 5.7, 0.9, 80, 5.01161, 0.62605
1995-03-21, 3.9, 7.3, 2, 69, 4.34398, 0.656257
1995-03-22, 2.5, 10, -3.1, 63, 1.23914, 0.845113
1995-03-23, 0, 14.8, -0.9, 58, 0.836, 0.907082
1995-03-24, 0, 17.9, -1.4, 55, 1.85302, 0.744908
1995-03-25, 0, 11.3, 4.8, 70, 3.70896, 0.00823215
1995-03-26, 0, 9.1, 3.5, 87, 5.01161, 0.0818803
1995-03-27, 0, 7.9, -0.9, 89, 7.45434, 0.260621
1995-03-28, 0, 3.6, -1.4, 79, 5.01161, 0.121519
1995-03-29, 0, 4.3, -0.8, 74, 4.34398, 0.564102
1995-03-30, 0, 7.5, -3.7, 69, 2.36457, 0.561149
1995-03-31, 0.7, 4.2, -2, 91, 1.85302, 0
1995-04-01, 4.5, 11.3, 2.9, 88, 5.01161, 0
1995-04-02, 7.6, 20.1, 9.4, 60, 4.34398, 0.726131
1995-04-03, 0, 21.6, 9.3, 63, 2.91607, 0.76954
1995-04-04, 0.6, 18.6, 9, 67, 3.70896, 0.14844
1995-04-05, 8.1, 16.5, 2.6, 64, 0.836, 0.761781
1995-04-06, 7.9, 12, 7.7, 77, 2.91607, 0.0232031
1995-04-07, 1.6, 15.3, 9.4, 70, 5.94989, 0.0384797
1995-04-08, 8.2, 9.8, 3.2, 54, 5.01161, 0.536058
1995-04-09, 11.7, 8.4, 1.6, 58, 3.70896, 0.480089
1995-04-10, 0, 7.1, 4.1, 91, 2.36457, 0
1995-04-11, 0, 13, 6.8, 70, 2.36457, 0.415073
1995-04-12, 0, 13, 4.1, 77, 2.91607, 0.195276
1995-04-13, 1.2, 10.6, 6.2, 63, 2.36457, 0.508295
1995-04-14, 1, 14.1, 1.3, 46, 1.85302, 0.9002
1995-04-15, 0, 13.3, 1.6, 70, 1.85302, 0.199931
1995-04-16, 2.5, 9.1, 4.8, 71, 3.70896, 0.15478
1995-04-17, 0.5, 8.8, 4.4, 94, 5.94989, 0.0293463
1995-04-18, 5.1, 12.6, 6.2, 84, 5.01161, 0.0438185
1995-04-19, 4.8, 8.8, 4.2, 85, 1.85302, 0.0508904
1995-04-20, 0, 9.5, 2.9, 70, 2.36457, 0.492148
1995-04-21, 0, 14.8, -0.3, 71, 4.34398, 0.453935
1995-04-22, 0.4, 19.5, 6.5, 76, 3.70896, 0.394549
1995-04-23, 0.3, 22.8, 9.2, 68, 2.91607, 0.535676
1995-04-24, 3.2, 25.5, 12.6, 51, 4.34398, 0.78938
1995-04-25, 17.2, 22.2, 12.4, 65, 3.70896, 0.764764
1995-04-26, 9.6, 20, 10.6, 70, 1.85302, 0.648712
1995-04-27, 0, 16.6, 9.5, 74, 2.91607, 0.133413
1995-04-28, 0, 14.4, 6.2, 59, 2.36457, 0.643327
1995-04-29, 0, 17.6, 2.5, 65, 1.23914, 0.543198
1995-04-30, 8.2, 16.6, 11, 85, 1.23914, 0.0624234
1995-05-01, 0.1, 18.6, 10.6, 70, 2.36457, 0.435218
1995-05-02, 0, 19.9, 5, 57, 1.85302, 0.85324
1995-05-03, 0, 21.2, 5.2, 53, 1.23914, 0.932166
1995-05-04, 0, 24.4, 5.2, 52, 0.836, 0.873959
1995-05-05, 0, 26, 7.7, 60, 1.85302, 0.809427
1995-05-06, 0, 26.3, 8.6, 57, 1.23914, 0.792847
1995-05-07, 0, 25.3, 8.5, 63, 1.85302, 0.72916
1995-05-08, 0, 20.7, 10.9, 61, 4.34398, 0.396891
1995-05-09, 0, 15.2, 7.2, 73, 4.34398, 0.4625
1995-05-10, 0, 13.4, 7.3, 67, 2.91607, 0.340645
1995-05-11, 0, 15.8, 3.7, 65, 1.23914, 0.532495
1995-05-12, 0, 16, 7.2, 61, 2.91607, 0.232174
1995-05-13, 0, 11, 7.7, 79, 5.94989, 0
1995-05-14, 0, 11.6, 5.6, 54, 2.91607, 0.507404
1995-05-15, 0, 13.4, 0.5, 60, 1.23914, 0.387538
1995-05-16, 0.2, 16.4, 3.6, 65, 1.85302, 0.425601
1995-05-17, 0, 16.2, 8.5, 90, 4.34398, 0.110967
1995-05-18, 0, 12, 7.4, 85, 3.70896, 0.14317
1995-05-19, 0, 14.4, 4.6, 64, 0.836, 0.577472
1995-05-20, 0.1, 16.3, 2.4, 66, 1.23914, 0.543454
1995-05-21, 0, 15.2, 7.2, 70, 1.85302, 0.303218
1995-05-22, 0.3, 18.8, 3.1, 62, 0.836, 0.810645
1995-05-23, 0.8, 22.5, 5.1, 54, 0.489613, 0.718642
1995-05-24, 2.4, 26, 10.1, 55, 0.836, 0.748768
1995-05-25, 0.9, 27.1, 14.7, 59, 1.85302, 0.587283
1995-05-26, 11.2, 19.6, 15.3, 85, 2.91607, 0
1995-05-27, 0.1, 19.6, 12.2, 83, 1.85302, 0.133406
1995-05-28, 2, 25.5, 13.2, 65, 2.36457, 0.766904
1995-05-29, 2.4, 19.8, 15.4, 89, 1.85302, 0
1995-05-30, 19.6, 16.1, 12.2, 86, 2.36457, 0.0252416
1995-05-31, 0, 15.3, 12.4, 76, 2.91607, 0
1995-06-01, 0.4, 14.5, 11.3, 87, 2.36457, 0
1995-06-02, 0, 17.5, 8, 70, 0.489613, 0.395199
1995-06-03, 0, 19.4, 8.6, 70, 0.836, 0.576071
1995-06-04, 0.2, 16.9, 12, 89, 1.85302, 0.287539
1995-06-05, 1.9, 19, 11.4, 83, 0.836, 0.168496
1995-06-06, 10.7, 19.7, 10, 75, 0.836, 0.168235
1995-06-07, 0, 18, 10.5, 76, 3.70896, 0.0186654
1995-06-08, 1.3, 17, 7.3, 60, 2.91607, 0.708314
1995-06-09, 10.9, 15.8, 6, 65, 3.70896, 0.38473
1995-06-10, 4.6, 14.4, 8.3, 66, 2.91607, 0.247917
1995-06-11, 2.2, 17, 4.8, 66, 1.23914, 0.427188
1995-06-12, 0, 18, 8.2, 75, 1.85302, 0.296875
1995-06-13, 0, 19, 7.4, 75, 1.85302, 0.438728
1995-06-14, 2.2, 19.8, 11.1, 73, 2.91607, 0.259317
1995-06-15, 3, 16.2, 10.2, 65, 2.91607, 0.166583
1995-06-16, 2, 14, 9.7, 82, 2.91607, 0
1995-06-17, 0.1, 19, 9, 75, 2.91607, 0.00616261
1995-06-18, 0, 18.3, 12.5, 85, 2.91607, 0.0739192
1995-06-19, 0, 24.5, 12.2, 67, 2.36457, 0.695836
1995-06-20, 0, 27.8, 10.6, 61, 0.836, 0.757231
1995-06-21, 0, 27.1, 17.7, 67, 3.70896, 0.424727
1995-06-22, 0.5, 17.7, 7.6, 61, 3.70896, 0.480103
1995-06-23, 0, 16.6, 10, 76, 2.36457, 0.153887
1995-06-24, 24.6, 21, 12.3, 64, 1.85302, 0.517134
1995-06-25, 0, 26, 14.3, 67, 2.36457, 0.51726
1995-06-26, 2.5, 27.7, 14.5, 54, 1.85302, 0.880872
1995-06-27, 0, 27.3, 13.6, 58, 2.36457, 0.905906
1995-06-28, 0, 26.7, 16.4, 46, 2.91607, 0.906388
1995-06-29, 1.8, 30.4, 11.8, 51, 1.85302, 0.894618
1995-06-30, 0, 30.7, 12, 50, 1.23914, 0.864394
1995-07-01, 0, 30.5, 12.3, 56, 2.36457, 0.846563
1995-07-02, 0.1, 23.6, 14.8, 88, 1.23914, 0.098959
1995-07-03, 1.4, 24.6, 16.3, 77, 2.36457, 0.37147
1995-07-04, 0.5, 20.4, 14.2, 59, 3.70896, 0.464848
1995-07-05, 3.9, 22.5, 12.5, 62, 1.23914, 0.328884
1995-07-06, 0.2, 25.5, 11.2, 58, 0.137369, 0.646186
1995-07-07, 0.5, 27.7, 12.2, 59, 0.489613, 0.821286
1995-07-08, 1.7, 30.6, 15.6, 57, 1.23914, 0.82872
1995-07-09, 0.4, 32.7, 15.9, 51, 1.85302, 0.786323
1995-07-10, 4, 34.5, 18.7, 54, 2.36457, 0.775112
1995-07-11, 0.4, 33.6, 17.8, 70, 2.36457, 0.557292
1995-07-12, 5, 27, 17.6, 78, 1.23914, 0.40775
1995-07-13, 0.5, 29.8, 18.8, 71, 1.23914, 0.546794
1995-07-14, 1.1, 28.9, 18, 87, 1.23914, 0.384145
1995-07-15, 7.5, 25.3, 16.4, 70, 1.23914, 0.637358
1995-07-16, 1.4, 23, 16.7, 71, 2.36457, 0.543867
1995-07-17, 0, 21.7, 13.8, 88, 1.23914, 0.0950719
1995-07-18, 0, 21.1, 16.2, 75, 2.36457, 0.0127055
1995-07-19, 0, 27.2, 19.1, 76, 1.85302, 0.598584
1995-07-20, 0, 29.8, 15.5, 69, 1.23914, 0.842636
1995-07-21, 0, 33.8, 16.7, 65, 1.23914, 0.831976
1995-07-22, 0.1, 26.7, 17.5, 87, 2.36457, 0.14758
1995-07-23, 0, 22.4, 11.3, 63, 1.85302, 0.887862
1995-07-24, 0, 26.7, 10.6, 63, 0.137369, 0.890312
1995-07-25, 0, 28.7, 12.7, 54, 2.91607, 0.873422
1995-07-26, 0.9, 30, 14.7, 52, 2.36457, 0.81107
1995-07-27, 0.3, 24.4, 18.7, 87, 2.91607, 0.182219
1995-07-28, 8.1, 24.1, 16.4, 81, 1.85302, 0.372072
1995-07-29, 0, 27.1, 16, 76, 1.23914, 0.405965
1995-07-30, 0, 29.5, 15, 57, 2.36457, 0.840776
1995-07-31, 2.8, 31.2, 16.7, 48, 3.70896, 0.843492
1995-08-01, 3.8, 31.4, 17.7, 51, 1.85302, 0.859493
1995-08-02, 0.1, 28.2, 16.7, 44, 1.85302, 0.908812
1995-08-03, 0.2, 29.1, 12.1, 55, 1.85302, 0.898603
1995-08-04, 0, 28.3, 15.8, 60, 1.85302, 0.59447
1995-08-05, 0, 30.2, 15.3, 59, 1.85302, 0.871395
1995-08-06, 0, 32, 15.8, 57, 1.23914, 0.793797
1995-08-07, 0, 23.6, 16.9, 73, 2.91607, 0.310575
1995-08-08, 0, 23.4, 14.4, 69, 1.85302, 0.223628
1995-08-09, 0, 26.3, 12.3, 44, 1.85302, 0.931881
1995-08-10, 0, 28, 10.9, 47, 1.85302, 0.908118
1995-08-11, 0.1, 30.7, 12.1, 50, 1.23914, 0.932186
1995-08-12, 0, 31.3, 14.4, 51, 1.23914, 0.777566
1995-08-13, 0, 26.4, 18.6, 73, 0.836, 0.0759921
1995-08-14, 0, 25.9, 16.6, 68, 2.36457, 0.506334
1995-08-15, 0, 25.5, 11.3, 59, 0.836, 0.793923
1995-08-16, 0, 24.4, 15, 64, 1.23914, 0.706277
1995-08-17, 0, 26.3, 11.6, 56, 1.85302, 0.849648
1995-08-18, 0, 29.1, 13.9, 58, 2.91607, 0.796806
1995-08-19, 0.1, 30.6, 16.5, 58, 1.85302, 0.814351
1995-08-20, 18.4, 29.8, 17.3, 77, 1.23914, 0.33425
1995-08-21, 2.8, 29, 14.6, 76, 0.836, 0.471406
1995-08-22, 5.7, 29.3, 15.4, 71, 1.85302, 0.710205
1995-08-23, 4, 28.5, 16.3, 76, 0.836, 0.489973
1995-08-24, 0, 23.4, 16.7, 91, 1.23914, 0.0651388
1995-08-25, 1.2, 21.8, 12.7, 83, 2.91607, 0.101783
1995-08-26, 0.1, 21.5, 14.7, 81, 2.36457, 0.408983
1995-08-27, 0.1, 18.4, 13.2, 77, 4.34398, 0.029347
1995-08-28, 0, 17.3, 9, 82, 2.91607, 0.184267
1995-08-29, 0, 16, 10, 88, 4.34398, 0.199936
1995-08-30, 0, 16.3, 8.1, 84, 0.836, 0.371993
1995-08-31, 1.4, 17, 7.5, 75, 1.85302, 0.209303
1995-09-01, 6.9, 19.2, 11.9, 69, 3.70896, 0.135195
1995-09-02, 10, 15.7, 12.5, 96, 0.836, 0
1995-09-03, 9.3, 16.4, 12.1, 83, 1.85302, 0.037918
1995-09-04, 3.6, 17, 7.4, 77, 2.91607, 0.487723
1995-09-05, 0.6, 18.6, 9.4, 79, 2.36457, 0.436516
1995-09-06, 5.8, 19.2, 11, 79, 1.23914, 0.46177
1995-09-07, 0, 22, 9.7, 82, 2.36457, 0.216569
1995-09-08, 4.9, 18.3, 13.2, 84, 5.94989, 0.116602
1995-09-09, 0, 18.6, 13.1, 74, 4.34398, 0.21876
1995-09-10, 9, 21.5, 10.3, 72, 3.70896, 0.510423
1995-09-11, 1.7, 19.1, 13.3, 87, 2.91607, 0.157859
1995-09-12, 1.2, 20.7, 10.7, 79, 1.23914, 0.388752
1995-09-13, 18.3, 16, 13.2, 91, 1.85302, 0
1995-09-14, 0.5, 19, 11.6, 80, 1.85302, 0.625299
1995-09-15, 3.8, 16, 7.6, 91, 0.836, 0.185353
1995-09-16, 12.8, 17.9, 8.7, 85, 0.836, 0.283552
1995-09-17, 0, 20.4, 9.8, 78, 2.36457, 0.635282
1995-09-18, 0, 22, 9.2, 77, 0.836, 0.47492
1995-09-19, 0, 17.4, 10.3, 85, 4.34398, 0.279901
1995-09-20, 0, 13.4, 10, 96, 1.85302, 0
1995-09-21, 0, 18, 9.5, 80, 0.836, 0.532615
1995-09-22, 0, 16.8, 11.2, 89, 1.85302, 0.0167354
1995-09-23, 0, 15.8, 11.3, 91, 1.23914, 0
1995-09-24, 0.4, 17, 10, 82, 1.85302, 0.0676832
1995-09-25, 1.5, 16, 11.1, 85, 1.85302, 0.03403
1995-09-26, 0.2, 15.9, 11.1, 78, 4.34398, 0
1995-09-27, 0.3, 15.1, 9.1, 89, 4.34398, 0.129048
1995-09-28, 3.9, 10.5, 5.2, 78, 2.91607, 0.475851
1995-09-29, 25.6, 13.1, 1.3, 89, 2.91607, 0.72218
1995-09-30, 6.5, 10.5, 4.8, 92, 1.85302, 0.0175012
1995-10-01, 6, 12.2, 7.3, 96, 2.36457, 0
1995-10-02, 0.2, 17.3, 8.9, 82, 1.23914, 0.345206
1995-10-03, 3.1, 16, 8.7, 96, 1.23914, 0.0356105
1995-10-04, 0.2, 20.2, 14.7, 90, 1.85302, 0.196995
1995-10-05, 5.7, 18.8, 14, 90, 1.23914, 0
1995-10-06, 20.9, 17.6, 11.3, 88, 0.489613, 0.280837
1995-10-07, 0, 20, 10.3, 89, 0.836, 0.419176
1995-10-08, 0, 21.2, 11.8, 86, 0.489613, 0.595808
1995-10-09, 3.7, 23.2, 9.5, 85, 0.489613, 0.590115
1995-10-10, 4.5, 25.1, 9.8, 82, 0.836, 0.806953
1995-10-11, 4.5, 16.1, 12, 97, 1.85302, 0
1995-10-12, 1.7, 16.7, 13.5, 94, 1.85302, 0
1995-10-13, 1.9, 16.1, 14.1, 88, 0.836, 0
1995-10-14, 0, 16.1, 10, 83, 1.23914, 0
1995-10-15, 0, 14, 7.2, 97, 1.23914, 0
1995-10-16, 3.6, 13.9, 13.1, 96, 0.836, 0
1995-10-17, 0.2, 13.4, 10.3, 90, 2.36457, 0
